fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
14,https://www2.assemblee-nationale.fr/sycomore/fiche/14,Moussa Ali Abdoulkader,1 janvier 1923,Djibouti,Djibouti,26 septembre 1986,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,23 avril 1967,30 mai 1968,Territoire français des Affars et des Issas,,Union démocratique pour la V° République,UD-Ve,TRUE,,
14,https://www2.assemblee-nationale.fr/sycomore/fiche/14,Moussa Ali Abdoulkader,1 janvier 1923,Djibouti,Djibouti,26 septembre 1986,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Territoire français des Affars et des Issas,,Union des démocrates pour la République,UDR,TRUE,,
60,https://www2.assemblee-nationale.fr/sycomore/fiche/60,"Gaston, Paul, Emile Aizier",18 avril 1922,L'isle-adam,,1 août 2000,Beaumont-sur-oise,Val,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Yvelines,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
77,https://www2.assemblee-nationale.fr/sycomore/fiche/77,Médard Albrand,8 juin 1898,Petit-canal,Guadeloupe,26 juillet 1981,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Guadeloupe,,Union pour la nouvelle République,UNR,TRUE,,
77,https://www2.assemblee-nationale.fr/sycomore/fiche/77,Médard Albrand,8 juin 1898,Petit-canal,Guadeloupe,26 juillet 1981,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Guadeloupe,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
99,https://www2.assemblee-nationale.fr/sycomore/fiche/99,Michel Alloncle,7 octobre 1928,Champagne-mouton,Charente,23 avril 2003,Ruffec,Charente,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Charente,,Union des démocrates pour la République,UDR,TRUE,,
99,https://www2.assemblee-nationale.fr/sycomore/fiche/99,Michel Alloncle,7 octobre 1928,Champagne-mouton,Charente,23 avril 2003,Ruffec,Charente,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Charente,,Union des démocrates pour la République,UDR,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Vendée,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Vendée,,Union démocratique pour la V° République,UD-Ve,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Vendée,,Union des démocrates pour la République,UDR,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,28 juin 1974,Vendée,,Union des démocrates pour la République,UDR,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Vendée,,Rassemblement pour la République,,FALSE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Vendée,,Rassemblement pour la République,,FALSE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,31 mai 1987,Vendée,,Rassemblement pour la République,,FALSE,,
199,https://www2.assemblee-nationale.fr/sycomore/fiche/199,"Henri, Albert, Clair, Louis Arnaud",22 mai 1915,Marseille,Bouches,3 août 2000,Marseille,Bouches,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,1 avril 1973,Bouches-du-Rhône,,Union des démocrates pour la République,UDR,TRUE,,
212,https://www2.assemblee-nationale.fr/sycomore/fiche/212,Pascal Arrighi,16 juin 1921,Vico,,19 août 2004,Toulon,Var,Quatrième République - Assemblée nationale,IIIe législature,19 janvier 1956,8 décembre 1958,Corse,1ère circonscription de Corse | 24e circonscription de la Seine | 1ère circonscription de la Corse | 4e circonscription du Var | 1ère circonscription,Républicain radical et radical-socialiste,,FALSE,François Giacobbi,haut fonctionnaire Alexandre Mattéi
212,https://www2.assemblee-nationale.fr/sycomore/fiche/212,Pascal Arrighi,16 juin 1921,Vico,,19 août 2004,Toulon,Var,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,9 octobre 1962,Corse,1ère circonscription de Corse | 24e circonscription de la Seine | 1ère circonscription de la Corse | 4e circonscription du Var | 1ère circonscription,Union pour la nouvelle République,UNR,TRUE,François Giacobbi,haut fonctionnaire Alexandre Mattéi
212,https://www2.assemblee-nationale.fr/sycomore/fiche/212,Pascal Arrighi,16 juin 1921,Vico,,19 août 2004,Toulon,Var,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Bouches-du-Rhône,1ère circonscription de Corse | 24e circonscription de la Seine | 1ère circonscription de la Corse | 4e circonscription du Var | 1ère circonscription,Front national,,FALSE,François Giacobbi,haut fonctionnaire Alexandre Mattéi
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Alpes-Maritimes,,Union des démocrates pour la République,UDR,TRUE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Alpes-Maritimes,,Union des démocrates pour la République,UDR,TRUE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Alpes-Maritimes,,Rassemblement pour la République,,FALSE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Alpes-Maritimes,,Rassemblement pour la République,,FALSE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Alpes-Maritimes,,Rassemblement pour la République,,FALSE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,IXe législature,13 juin 1988,1 avril 1993,Alpes-Maritimes,,Rassemblement pour la République,,FALSE,,
231,https://www2.assemblee-nationale.fr/sycomore/fiche/231,Emmanuel Aubert,23 avril 1916,Tunis,Tunisie,9 juin 1995,Monaco,Monaco,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,9 juin 1995,Alpes-Maritimes,,Rassemblement pour la République,,FALSE,,
299,https://www2.assemblee-nationale.fr/sycomore/fiche/299,Robert Aymar,6 novembre 1920,Grenoble,Isère,23 juillet 2005,,,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Isère,,Union des démocrates pour la République,UDR,TRUE,,
303,https://www2.assemblee-nationale.fr/sycomore/fiche/303,Madeleine Aymé de la Chevrelière,11 mai 1906,Paris,Seine,29 mai 1976,Gournay,Deux,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Deux-Sèvres,,Républicains populaires et centre démocratique,,FALSE,,
303,https://www2.assemblee-nationale.fr/sycomore/fiche/303,Madeleine Aymé de la Chevrelière,11 mai 1906,Paris,Seine,29 mai 1976,Gournay,Deux,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Deux-Sèvres,,Centre démocratique,,FALSE,,
303,https://www2.assemblee-nationale.fr/sycomore/fiche/303,Madeleine Aymé de la Chevrelière,11 mai 1906,Paris,Seine,29 mai 1976,Gournay,Deux,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Deux-Sèvres,,Union démocratique pour la V° République,UD-Ve,TRUE,,
303,https://www2.assemblee-nationale.fr/sycomore/fiche/303,Madeleine Aymé de la Chevrelière,11 mai 1906,Paris,Seine,29 mai 1976,Gournay,Deux,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Deux-Sèvres,,Union des démocrates pour la République,UDR,TRUE,,
319,https://www2.assemblee-nationale.fr/sycomore/fiche/319,Albertine Baclet,1 décembre 1922,Grand-bourg,Guadeloupe,,,,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Guadeloupe,,Union démocratique pour la V° République,UD-Ve,TRUE,,
341,https://www2.assemblee-nationale.fr/sycomore/fiche/341,Jean Bailly,31 mai 1922,Saint-germain-les-chatelet,Territoire,20 avril 1984,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Territoire-de-Belfort,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
341,https://www2.assemblee-nationale.fr/sycomore/fiche/341,Jean Bailly,31 mai 1922,Saint-germain-les-chatelet,Territoire,20 avril 1984,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Territoire-de-Belfort,,Union démocratique pour la V° République,UD-Ve,TRUE,,
341,https://www2.assemblee-nationale.fr/sycomore/fiche/341,Jean Bailly,31 mai 1922,Saint-germain-les-chatelet,Territoire,20 avril 1984,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,22 juillet 1969,Territoire-de-Belfort,,Union des démocrates pour la République,UDR,TRUE,,
343,https://www2.assemblee-nationale.fr/sycomore/fiche/343,Hubert Balança,27 octobre 1910,Boulogne-sur-seine,,14 avril 1976,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Hauts-de-Seine,,Union démocratique pour la V° République,UD-Ve,TRUE,,
398,https://www2.assemblee-nationale.fr/sycomore/fiche/398,Maurice Bardet,21 juin 1903,Paris,Seine,25 juillet 1989,Ploemeur,Morbihan,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Morbihan,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
401,https://www2.assemblee-nationale.fr/sycomore/fiche/401,"André, Paul Bardon",10 janvier 1901,Arnac-la-poste,Haute,20 juillet 1965,Fresselines,Creuse,Troisième République - Chambre des députés,XIVe législature,24 mars 1929,31 mai 1932,Haute-Vienne,,Gauche radicale,,FALSE,,
401,https://www2.assemblee-nationale.fr/sycomore/fiche/401,"André, Paul Bardon",10 janvier 1901,Arnac-la-poste,Haute,20 juillet 1965,Fresselines,Creuse,Troisième République - Chambre des députés,XVe législature,1 mai 1932,31 mai 1936,Haute-Vienne,,Gauche radicale,,FALSE,,
401,https://www2.assemblee-nationale.fr/sycomore/fiche/401,"André, Paul Bardon",10 janvier 1901,Arnac-la-poste,Haute,20 juillet 1965,Fresselines,Creuse,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Haute-Vienne,,Rassemblement du peuple français - ARS,RPF,TRUE,,
412,https://www2.assemblee-nationale.fr/sycomore/fiche/412,Jean Baridon,7 avril 1911,Freissinières,Hautes,31 janvier 1993,Lyon,Rhône,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Rhône,,Union démocratique pour la V° République,UD-Ve,TRUE,,
412,https://www2.assemblee-nationale.fr/sycomore/fiche/412,Jean Baridon,7 avril 1911,Freissinières,Hautes,31 janvier 1993,Lyon,Rhône,Cinquième République - Assemblée nationale,Ve législature,4 novembre 1977,2 avril 1978,Rhône,,Non inscrit,,FALSE,,
412,https://www2.assemblee-nationale.fr/sycomore/fiche/412,Jean Baridon,7 avril 1911,Freissinières,Hautes,31 janvier 1993,Lyon,Rhône,Cinquième République - Assemblée nationale,VIe législature,4 mai 1978,22 mai 1981,Rhône,,Non inscrit,,FALSE,,
428,https://www2.assemblee-nationale.fr/sycomore/fiche/428,"Edmond, Marcel Barrachin",12 janvier 1900,Paris,Seine,8 novembre 1975,Paris,Paris,Troisième République - Chambre des députés,XVe législature,4 novembre 1934,31 mai 1936,Ardennes,35e circonscription de la Seine | 5e circonscription de la Seine,Fédération républicaine,,FALSE,,
428,https://www2.assemblee-nationale.fr/sycomore/fiche/428,"Edmond, Marcel Barrachin",12 janvier 1900,Paris,Seine,8 novembre 1975,Paris,Paris,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Seine,35e circonscription de la Seine | 5e circonscription de la Seine,Parti républicain de la liberté,,FALSE,,
428,https://www2.assemblee-nationale.fr/sycomore/fiche/428,"Edmond, Marcel Barrachin",12 janvier 1900,Paris,Seine,8 novembre 1975,Paris,Paris,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Seine,35e circonscription de la Seine | 5e circonscription de la Seine,Parti républicain de la liberté,,FALSE,,
428,https://www2.assemblee-nationale.fr/sycomore/fiche/428,"Edmond, Marcel Barrachin",12 janvier 1900,Paris,Seine,8 novembre 1975,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,35e circonscription de la Seine | 5e circonscription de la Seine,Rassemblement du peuple français - ARS,RPF,TRUE,,
428,https://www2.assemblee-nationale.fr/sycomore/fiche/428,"Edmond, Marcel Barrachin",12 janvier 1900,Paris,Seine,8 novembre 1975,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Seine,35e circonscription de la Seine | 5e circonscription de la Seine,Indépendants et paysans d'action sociale,,FALSE,,
441,https://www2.assemblee-nationale.fr/sycomore/fiche/441,Diawadou Barry,10 mai 1916,Kolo,Guinée,30 juin 1969,"Camp boiro, conakry",Guinée,Quatrième République - Assemblée nationale,IIe législature,27 juin 1954,1 décembre 1955,Guinée,,Républicains sociaux,RS,TRUE,,
441,https://www2.assemblee-nationale.fr/sycomore/fiche/441,Diawadou Barry,10 mai 1916,Kolo,Guinée,30 juin 1969,"Camp boiro, conakry",Guinée,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Guinée,,Républicain radical et radical-socialiste,,FALSE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Paris,,Union démocratique pour la V° République,UD-Ve,TRUE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Paris,,Union des démocrates pour la République,UDR,TRUE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Paris,,Union des démocrates pour la République,UDR,TRUE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Paris,,Rassemblement pour la République,,FALSE,,
458,https://www2.assemblee-nationale.fr/sycomore/fiche/458,Pierre Bas,28 juillet 1925,Besançon,Doubs,18 novembre 2015,Paris,Paris,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Paris,,Rassemblement pour la République,,FALSE,,
480,https://www2.assemblee-nationale.fr/sycomore/fiche/480,Aimée Batier,18 août 1908,Versailles,Seine,7 novembre 1980,Paradou-eyragues,Bouches,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Paris,,Union démocratique pour la V° République,UD-Ve,TRUE,,
483,https://www2.assemblee-nationale.fr/sycomore/fiche/483,"Pierre, Joseph, Dominique Battesti",2 novembre 1905,Pont-de-duvivier,Algérie,20 mai 1973,Biguglia,,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine-et-Marne,,Union pour la nouvelle République,UNR,TRUE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Manche,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Manche,,Union démocratique pour la V° République,UD-Ve,TRUE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Manche,,Union des démocrates pour la République,UDR,TRUE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Manche,,Républicains indépendants,,FALSE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Manche,,Union pour la démocratie française,,FALSE,,
496,https://www2.assemblee-nationale.fr/sycomore/fiche/496,Henri Baudouin,18 juin 1926,Saint-georges-de-gréhaigne,Ille,26 mai 2020,Paris 5ème,Paris,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Manche,,Union pour la démocratie française,,FALSE,,
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,6 novembre 1945,10 juin 1946,Moselle,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Résistance démocratique et socialiste,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,11 juin 1946,27 novembre 1946,Creuse,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Démocratique et socialiste de la Résistance,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Union démocratique pour la V° République,UD-Ve,TRUE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,22 juillet 1969,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Union des démocrates pour la République,UDR,TRUE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Union des démocrates pour la République,UDR,TRUE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,IXe législature,6 juin 1988,1 avril 1993,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
504,https://www2.assemblee-nationale.fr/sycomore/fiche/504,"Jacques, Robert Baumel",6 mars 1918,Marseille,Bouches,17 février 2006,Rueil-malmaison,Hauts,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Hauts-de-Seine,8e circonscription des Hauts-de-Seine | 7e circonscription des Hauts-de-Seine,Rassemblement pour la République,,FALSE,,Patrick Ollier; Jacques Gautier
510,https://www2.assemblee-nationale.fr/sycomore/fiche/510,"Marcel, Jean, Laurent Bayle",12 avril 1926,Toulon,Var,7 septembre 2000,Toulon,Var,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Var,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
510,https://www2.assemblee-nationale.fr/sycomore/fiche/510,"Marcel, Jean, Laurent Bayle",12 avril 1926,Toulon,Var,7 septembre 2000,Toulon,Var,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Var,,Union des démocrates pour la République,UDR,TRUE,,
517,https://www2.assemblee-nationale.fr/sycomore/fiche/517,"Maurice, Albert, Henri Bayrou",2 mars 1905,Lanta,Haute,29 décembre 1996,La morlaye,Oise,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Gabon-Moyen-Congo,,Union démocratique et socialiste de la Résistance,,FALSE,,
517,https://www2.assemblee-nationale.fr/sycomore/fiche/517,"Maurice, Albert, Henri Bayrou",2 mars 1905,Lanta,Haute,29 décembre 1996,La morlaye,Oise,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Gabon-Moyen-Congo,,Rassemblement du peuple français,RPF,TRUE,,
517,https://www2.assemblee-nationale.fr/sycomore/fiche/517,"Maurice, Albert, Henri Bayrou",2 mars 1905,Lanta,Haute,29 décembre 1996,La morlaye,Oise,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Gabon-Moyen-Congo,,Républicains sociaux,RS,TRUE,,
517,https://www2.assemblee-nationale.fr/sycomore/fiche/517,"Maurice, Albert, Henri Bayrou",2 mars 1905,Lanta,Haute,29 décembre 1996,La morlaye,Oise,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,26 avril 1959,Gabon-Moyen-Congo,,,,FALSE,,
544,https://www2.assemblee-nationale.fr/sycomore/fiche/544,Augustin Beauverger,9 mai 1910,Chatelaudren,Côtes,14 septembre 1972,Fougères,Ille,Cinquième République - Assemblée nationale,IVe législature,8 février 1971,14 septembre 1972,Ille-et-Vilaine,,Union des démocrates pour la République,UDR,TRUE,,
547,https://www2.assemblee-nationale.fr/sycomore/fiche/547,Marc Bécam,9 octobre 1931,Saint-martin-des-champs,Finistère,21 avril 2021,Quimper,Finistère,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Finistère,,Union démocratique pour la V° République,UD-Ve,TRUE,,
547,https://www2.assemblee-nationale.fr/sycomore/fiche/547,Marc Bécam,9 octobre 1931,Saint-martin-des-champs,Finistère,21 avril 2021,Quimper,Finistère,Cinquième République - Assemblée nationale,IVe législature,23 juillet 1969,1 avril 1973,Finistère,,Union des démocrates pour la République,UDR,TRUE,,
547,https://www2.assemblee-nationale.fr/sycomore/fiche/547,Marc Bécam,9 octobre 1931,Saint-martin-des-champs,Finistère,21 avril 2021,Quimper,Finistère,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,1 mai 1977,Finistère,,Union des démocrates pour la République,UDR,TRUE,,
547,https://www2.assemblee-nationale.fr/sycomore/fiche/547,Marc Bécam,9 octobre 1931,Saint-martin-des-champs,Finistère,21 avril 2021,Quimper,Finistère,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,6 mai 1978,Finistère,,Rassemblement pour la République,,FALSE,,
