fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
7036,https://www2.assemblee-nationale.fr/sycomore/fiche/7036,Jules Thiriet,30 mars 1906,Obreck,,6 janvier 1984,Nancy,Meurthe,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Moselle,,Rassemblement du peuple français - ARS,RPF,TRUE,,
7036,https://www2.assemblee-nationale.fr/sycomore/fiche/7036,Jules Thiriet,30 mars 1906,Obreck,,6 janvier 1984,Nancy,Meurthe,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Moselle,,Indépendants et paysans d'action sociale,,FALSE,,
7047,https://www2.assemblee-nationale.fr/sycomore/fiche/7047,Georges Thomas,6 novembre 1909,Dannelbourg,,31 octobre 2004,Sarrebourg,Moselle,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Moselle,,Républicains populaires et centre démocratique,,FALSE,,
7047,https://www2.assemblee-nationale.fr/sycomore/fiche/7047,Georges Thomas,6 novembre 1909,Dannelbourg,,31 octobre 2004,Sarrebourg,Moselle,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Moselle,,Union démocratique pour la V° République,UD-Ve,TRUE,,
7052,https://www2.assemblee-nationale.fr/sycomore/fiche/7052,Robert Thomazo,14 janvier 1904,Dax,Landes,10 avril 1973,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Basses-Pyrénées,,Union pour la nouvelle République,UNR,TRUE,,
7059,https://www2.assemblee-nationale.fr/sycomore/fiche/7059,Edmond Thorailler,17 juin 1911,Nogent-le-roi,Eure,24 août 2004,Notre-dame-de-monts,Vendée,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Eure-et-Loir,,Union pour la nouvelle République,UNR,TRUE,,
7059,https://www2.assemblee-nationale.fr/sycomore/fiche/7059,Edmond Thorailler,17 juin 1911,Nogent-le-roi,Eure,24 août 2004,Notre-dame-de-monts,Vendée,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Eure-et-Loir,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7059,https://www2.assemblee-nationale.fr/sycomore/fiche/7059,Edmond Thorailler,17 juin 1911,Nogent-le-roi,Eure,24 août 2004,Notre-dame-de-monts,Vendée,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Eure-et-Loir,,Union des démocrates pour la République,UDR,TRUE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,1 avril 1973,Paris,,Union des démocrates pour la République,UDR,TRUE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,12 février 1976,Paris,,Union des démocrates pour la République,UDR,TRUE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,Ve législature,15 novembre 1976,2 avril 1978,Paris,,Union des démocrates pour la République,UDR,TRUE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,IXe législature,6 juin 1988,1 avril 1993,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Paris,,Rassemblement pour la République,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,XIIe législature,19 juin 2002,19 juin 2007,Paris,,Union pour la majorité présidentielle,,FALSE,,
7071,https://www2.assemblee-nationale.fr/sycomore/fiche/7071,Jean Tiberi,30 janvier 1935,Paris,Seine,27 mai 2025,N.c.,,Cinquième République - Assemblée nationale,XIIIe législature,20 juin 2007,19 juin 2012,Paris,,Union pour un mouvement populaire,,FALSE,,
7083,https://www2.assemblee-nationale.fr/sycomore/fiche/7083,"Antonin, Jean, André Tirefort",14 juin 1899,Ferrières,Tarn,18 avril 1969,Castres,Tarn,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Tarn,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7088,https://www2.assemblee-nationale.fr/sycomore/fiche/7088,André Tisserand,3 octobre 1919,Limoges,Haute,29 mars 1997,Belfort,Territoire,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Territoire-de-Belfort,,Union des démocrates pour la République,UDR,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Eure,,Union pour la nouvelle République,UNR,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Eure,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,30 mai 1968,Eure,,Union démocratique pour la V° République,UD-Ve,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Eure,,Union des démocrates pour la République,UDR,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Eure,,Union des démocrates pour la République,UDR,TRUE,,
7096,https://www2.assemblee-nationale.fr/sycomore/fiche/7096,"René, François Tomasini",14 avril 1919,Petreto-bicchisano,,5 mai 1983,Tosny,Eure,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,1 septembre 1980,Eure,,Rassemblement pour la République,,FALSE,,
7099,https://www2.assemblee-nationale.fr/sycomore/fiche/7099,Paul Tondut,2 mai 1909,Lasalle,Gard,24 mars 1982,Nîmes,Gard,Cinquième République - Assemblée nationale,IIe législature,29 mars 1966,2 avril 1967,Gard,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7099,https://www2.assemblee-nationale.fr/sycomore/fiche/7099,Paul Tondut,2 mai 1909,Lasalle,Gard,24 mars 1982,Nîmes,Gard,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Gard,,Union des démocrates pour la République,UDR,TRUE,,
7103,https://www2.assemblee-nationale.fr/sycomore/fiche/7103,Henri Torre,12 avril 1933,Casablanca,Maroc,18 avril 2025,N.c.,,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Ardèche,,Union des démocrates pour la République,UDR,TRUE,,
7103,https://www2.assemblee-nationale.fr/sycomore/fiche/7103,Henri Torre,12 avril 1933,Casablanca,Maroc,18 avril 2025,N.c.,,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,12 mai 1973,Ardèche,,Union des démocrates pour la République,UDR,TRUE,,
7103,https://www2.assemblee-nationale.fr/sycomore/fiche/7103,Henri Torre,12 avril 1933,Casablanca,Maroc,18 avril 2025,N.c.,,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,28 septembre 1980,Ardèche,,Union pour la démocratie française,,FALSE,,
7112,https://www2.assemblee-nationale.fr/sycomore/fiche/7112,Raphaël Touret,6 février 1916,Tourtenay,Deux,17 juin 1965,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
7112,https://www2.assemblee-nationale.fr/sycomore/fiche/7112,Raphaël Touret,6 février 1916,Tourtenay,Deux,17 juin 1965,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,7 janvier 1963,17 juin 1965,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7121,https://www2.assemblee-nationale.fr/sycomore/fiche/7121,Jean Toury,23 août 1911,Montgivray,Indre,2 juin 2003,La châtre,Indre,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Indre,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7124,https://www2.assemblee-nationale.fr/sycomore/fiche/7124,Jean Toutain,4 janvier 1920,Le mans,Sarthe,26 septembre 2006,Caen,Calvados,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
7124,https://www2.assemblee-nationale.fr/sycomore/fiche/7124,Jean Toutain,4 janvier 1920,Le mans,Sarthe,26 septembre 2006,Caen,Calvados,Cinquième République - Assemblée nationale,IVe législature,23 juillet 1969,1 avril 1973,Hauts-de-Seine,,Union des démocrates pour la République,UDR,TRUE,,
7140,https://www2.assemblee-nationale.fr/sycomore/fiche/7140,Bernard Tremeau,11 janvier 1928,Chalon-sur-saône,Saône,23 juin 2019,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Saône-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
7146,https://www2.assemblee-nationale.fr/sycomore/fiche/7146,Robert Trémollières,10 septembre 1911,Cahors,Lot,10 mai 1999,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,7 janvier 1963,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Calvados,,Républicains indépendants,,FALSE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Calvados,,Rassemblement du peuple français,RPF,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Calvados,,Républicains sociaux,RS,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Cinquième République - Assemblée nationale,Ire législature,23 novembre 1958,8 février 1959,Calvados,,Union pour la nouvelle République,UNR,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,6 janvier 1963,Calvados,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,30 mai 1968,Calvados,,Union démocratique pour la V° République,UD-Ve,TRUE,,
7151,https://www2.assemblee-nationale.fr/sycomore/fiche/7151,Raymond Triboulet,3 octobre 1906,Paris,Seine,26 mai 2006,Sevres,Hauts,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Calvados,,Union des démocrates pour la République,UDR,TRUE,,
7155,https://www2.assemblee-nationale.fr/sycomore/fiche/7155,"Emile, Henri Tricon",17 avril 1908,Paris,Seine,11 janvier 2000,Colombes,Hauts,Cinquième République - Assemblée nationale,IIe législature,7 janvier 1963,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7155,https://www2.assemblee-nationale.fr/sycomore/fiche/7155,"Emile, Henri Tricon",17 avril 1908,Paris,Seine,11 janvier 2000,Colombes,Hauts,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Hauts-de-Seine,,Union démocratique pour la V° République,UD-Ve,TRUE,,
7155,https://www2.assemblee-nationale.fr/sycomore/fiche/7155,"Emile, Henri Tricon",17 avril 1908,Paris,Seine,11 janvier 2000,Colombes,Hauts,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Hauts-de-Seine,,Union des démocrates pour la République,UDR,TRUE,,
7160,https://www2.assemblee-nationale.fr/sycomore/fiche/7160,Solange Troisier,19 juillet 1919,Paris,Seine,9 septembre 2008,Saint-hymer,Calvados,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Val-d'Oise,,Union des démocrates pour la République,UDR,TRUE,,
7162,https://www2.assemblee-nationale.fr/sycomore/fiche/7162,Jacques Trorial,8 février 1932,Saulnes,Meurthe,,,,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Meurthe-et-Moselle,,Union des démocrates pour la République,UDR,TRUE,,
7162,https://www2.assemblee-nationale.fr/sycomore/fiche/7162,Jacques Trorial,8 février 1932,Saulnes,Meurthe,,,,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,12 août 1968,Meurthe-et-Moselle,,Union des démocrates pour la République,UDR,TRUE,,
7173,https://www2.assemblee-nationale.fr/sycomore/fiche/7173,Jean Turco,19 décembre 1917,Villejuif,,,,,Cinquième République - Assemblée nationale,IVe législature,7 août 1972,1 avril 1973,Paris,,Union des démocrates pour la République,UDR,TRUE,,
7173,https://www2.assemblee-nationale.fr/sycomore/fiche/7173,Jean Turco,19 décembre 1917,Villejuif,,,,,Cinquième République - Assemblée nationale,Ve législature,6 mai 1973,2 avril 1978,Paris,,Union des démocrates pour la République,UDR,TRUE,,
7187,https://www2.assemblee-nationale.fr/sycomore/fiche/7187,Henri Ulver,24 mars 1901,Paris,Seine,31 décembre 1962,Paris,Seine,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,,Rassemblement du peuple français,RPF,TRUE,,
7196,https://www2.assemblee-nationale.fr/sycomore/fiche/7196,Robert Vandelanoitte,26 septembre 1920,Roubaix,Nord,19 janvier 2011,Templeuve,Nord,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Nord,,Union des démocrates pour la République,UDR,TRUE,,
7208,https://www2.assemblee-nationale.fr/sycomore/fiche/7208,Louis Vallon,12 août 1908,Crest,Drôme,1 mars 1981,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,10e circonscription de Seine-et-Oise | 25e circonscription de Paris,Rassemblement du peuple français,RPF,TRUE,,
7208,https://www2.assemblee-nationale.fr/sycomore/fiche/7208,Louis Vallon,12 août 1908,Crest,Drôme,1 mars 1981,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Yvelines,10e circonscription de Seine-et-Oise | 25e circonscription de Paris,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7208,https://www2.assemblee-nationale.fr/sycomore/fiche/7208,Louis Vallon,12 août 1908,Crest,Drôme,1 mars 1981,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Paris,10e circonscription de Seine-et-Oise | 25e circonscription de Paris,Union des démocrates pour la République,UDR,TRUE,,
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Mouvement républicain populaire,,FALSE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Mouvement républicain populaire,,FALSE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Union démocratique et socialiste de la Résistance,,FALSE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Rassemblement du peuple français,RPF,TRUE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Union pour la nouvelle République,UNR,TRUE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Union démocratique pour la V° République,UD-Ve,TRUE,,l’agriculteur Charles Empisse
7219,https://www2.assemblee-nationale.fr/sycomore/fiche/7219,Jacques Vendroux,28 juillet 1897,Calais,Pas,1 avril 1988,Calais,Pas,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Pas-de-Calais,1ère circonscription du Pas-de-Calais,Union des démocrates pour la République - Non inscrit,UDR,TRUE,,l’agriculteur Charles Empisse
7228,https://www2.assemblee-nationale.fr/sycomore/fiche/7228,"Félix, Baptiste, Calixte Viallet",22 septembre 1912,Langogne,Lozère,1 septembre 2005,Langogne,Lozère,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Lozère,,Républicains sociaux,RS,TRUE,,
7228,https://www2.assemblee-nationale.fr/sycomore/fiche/7228,"Félix, Baptiste, Calixte Viallet",22 septembre 1912,Langogne,Lozère,1 septembre 2005,Langogne,Lozère,Cinquième République - Assemblée nationale,Ire législature,23 novembre 1958,9 octobre 1962,Lozère,,Union pour la nouvelle République,UNR,TRUE,,
7233,https://www2.assemblee-nationale.fr/sycomore/fiche/7233,Jean-Louis Vigier,25 décembre 1914,Corneilla-del-vercol,Pyrénées,7 octobre 1992,Le soler,Pyrénées,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,,Rassemblement du peuple français,RPF,TRUE,,
7233,https://www2.assemblee-nationale.fr/sycomore/fiche/7233,Jean-Louis Vigier,25 décembre 1914,Corneilla-del-vercol,Pyrénées,7 octobre 1992,Le soler,Pyrénées,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Seine,,Indépendants et paysans d'action sociale,,FALSE,,
7241,https://www2.assemblee-nationale.fr/sycomore/fiche/7241,Ernest Voyer,1 mai 1896,Saint-loup-sur-thouet,Deux,6 juin 1981,Chatou,Yvelines,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Orne,,Résistance démocratique et socialiste,,FALSE,,
7241,https://www2.assemblee-nationale.fr/sycomore/fiche/7241,Ernest Voyer,1 mai 1896,Saint-loup-sur-thouet,Deux,6 juin 1981,Chatou,Yvelines,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Orne,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7244,https://www2.assemblee-nationale.fr/sycomore/fiche/7244,Jean Wagner,6 mars 1894,Colmar,,16 septembre 1956,Mulhouse,Haut,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Haut-Rhin,,Socialiste,,FALSE,,
7244,https://www2.assemblee-nationale.fr/sycomore/fiche/7244,Jean Wagner,6 mars 1894,Colmar,,16 septembre 1956,Mulhouse,Haut,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Haut-Rhin,,Socialiste,,FALSE,,
7244,https://www2.assemblee-nationale.fr/sycomore/fiche/7244,Jean Wagner,6 mars 1894,Colmar,,16 septembre 1956,Mulhouse,Haut,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Haut-Rhin,,Socialiste,,FALSE,,
7244,https://www2.assemblee-nationale.fr/sycomore/fiche/7244,Jean Wagner,6 mars 1894,Colmar,,16 septembre 1956,Mulhouse,Haut,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Haut-Rhin,,Rassemblement du peuple français,RPF,TRUE,,
7251,https://www2.assemblee-nationale.fr/sycomore/fiche/7251,Camille Wolff,31 janvier 1908,Strasbourg,,2 juin 1959,Strasbourg,Bas,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Bas-Rhin,,Union démocratique et socialiste de la Résistance,,FALSE,,
7251,https://www2.assemblee-nationale.fr/sycomore/fiche/7251,Camille Wolff,31 janvier 1908,Strasbourg,,2 juin 1959,Strasbourg,Bas,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Bas-Rhin,,Rassemblement du peuple français,RPF,TRUE,,
7261,https://www2.assemblee-nationale.fr/sycomore/fiche/7261,Eugène Van Der Meersch,11 novembre 1901,Croix,Nord,17 juin 1967,Neuilly-sur-seine,Hauts,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Nord,,Union pour la nouvelle République,UNR,TRUE,,
7262,https://www2.assemblee-nationale.fr/sycomore/fiche/7262,André Valabrègue,8 janvier 1903,Paris,Seine,16 mai 1991,Remiremont,Vosges,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Hérault,,Union pour la nouvelle République,UNR,TRUE,,
7264,https://www2.assemblee-nationale.fr/sycomore/fiche/7264,Jean Vanier,9 décembre 1916,Fagnières,Marne,8 janvier 2002,Saint-martin-d'uriage,Isère,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Isère,,Union pour la nouvelle République,UNR,TRUE,,
7264,https://www2.assemblee-nationale.fr/sycomore/fiche/7264,Jean Vanier,9 décembre 1916,Fagnières,Marne,8 janvier 2002,Saint-martin-d'uriage,Isère,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Isère,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7266,https://www2.assemblee-nationale.fr/sycomore/fiche/7266,Guy Vaschetti,26 septembre 1931,Tunis,Tunisie,18 février 2023,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
7267,https://www2.assemblee-nationale.fr/sycomore/fiche/7267,André Vidal,18 décembre 1908,Constantine,Algérie,27 septembre 1984,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Tarn,,Union pour la nouvelle République,UNR,TRUE,,
7269,https://www2.assemblee-nationale.fr/sycomore/fiche/7269,Emmanuel Villedieu,8 juin 1919,Valognes,Manche,19 mars 1980,Caen,Calvados,Cinquième République - Assemblée nationale,Ire législature,9 février 1959,9 octobre 1962,Calvados,,Union pour la nouvelle République,UNR,TRUE,,
7271,https://www2.assemblee-nationale.fr/sycomore/fiche/7271,"Jean, Louis Vitel",2 novembre 1912,Toulon,Var,13 décembre 2003,Ollioules,Var,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Var,,Union pour la nouvelle République,UNR,TRUE,,
7273,https://www2.assemblee-nationale.fr/sycomore/fiche/7273,André-Georges Voisin,28 mars 1918,L'ile-bouchard,Indre,28 juin 2008,Tours,Indre,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Indre-et-Loire,,Union pour la nouvelle République,UNR,TRUE,,
7273,https://www2.assemblee-nationale.fr/sycomore/fiche/7273,André-Georges Voisin,28 mars 1918,L'ile-bouchard,Indre,28 juin 2008,Tours,Indre,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Indre-et-Loire,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
7273,https://www2.assemblee-nationale.fr/sycomore/fiche/7273,André-Georges Voisin,28 mars 1918,L'ile-bouchard,Indre,28 juin 2008,Tours,Indre,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Indre-et-Loire,,Union démocratique pour la V° République,UD-Ve,TRUE,,
7273,https://www2.assemblee-nationale.fr/sycomore/fiche/7273,André-Georges Voisin,28 mars 1918,L'ile-bouchard,Indre,28 juin 2008,Tours,Indre,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Indre-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
