fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,chambre,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Moselle,,Rassemblement du peuple français - ARS,RPF,TRUE,,
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Moselle,,Indépendants et paysans d'action sociale,,FALSE,,
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Moselle,,Indépendants et paysans d'action sociale,,FALSE,,
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Moselle,,Républicains indépendants,,FALSE,,
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Moselle,,Républicains indépendants,,FALSE,,
5336,https://www2.assemblee-nationale.fr/sycomore/fiche/5336,"Raymond, Joseph Mondon",8 mars 1914,Ancy-sur-moselle,,31 décembre 1970,Metz,Moselle,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,22 juillet 1969,Moselle,,Républicains indépendants,,FALSE,,
5342,https://www2.assemblee-nationale.fr/sycomore/fiche/5342,"Philippe, Félicien, Léopold Monin",13 avril 1906,Joigny,Yonne,11 juillet 1971,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Orne,,Républicains indépendants,,FALSE,,
5342,https://www2.assemblee-nationale.fr/sycomore/fiche/5342,"Philippe, Félicien, Léopold Monin",13 avril 1906,Joigny,Yonne,11 juillet 1971,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Orne,,Centre républicain d'action paysanne et sociale et des démocrates indépendants,,FALSE,,
5342,https://www2.assemblee-nationale.fr/sycomore/fiche/5342,"Philippe, Félicien, Léopold Monin",13 avril 1906,Joigny,Yonne,11 juillet 1971,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Orne,,Paysan,,FALSE,,
5345,https://www2.assemblee-nationale.fr/sycomore/fiche/5345,"Constant, Jean, Marie Monjaret",14 mars 1922,Saint-igeaux,Côtes,19 octobre 2009,Paimpol,Côtes d'Armor,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348,Gaston Monnerville,2 janvier 1897,Cayenne,Guyane,7 novembre 1991,Paris,Paris,Chambre des députés,Troisième République - Chambre des députés,XVe législature,8 mai 1932,31 mai 1936,Guyane,,Républicain radical et radical-socialiste,,FALSE,,
5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348,Gaston Monnerville,2 janvier 1897,Cayenne,Guyane,7 novembre 1991,Paris,Paris,Chambre des députés,Troisième République - Chambre des députés,XVIe législature,26 avril 1936,31 mai 1942,Guyane,,Républicain radical et radical-socialiste,,FALSE,,
5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348,Gaston Monnerville,2 janvier 1897,Cayenne,Guyane,7 novembre 1991,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Guyane,,Radical et radical-socialiste,,FALSE,,
5348,https://www2.assemblee-nationale.fr/sycomore/fiche/5348,Gaston Monnerville,2 janvier 1897,Cayenne,Guyane,7 novembre 1991,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Guyane,,Radical et radical-socialiste,,FALSE,,
5351,https://www2.assemblee-nationale.fr/sycomore/fiche/5351,"René, Henri, Raymond, Joseph Monnier",2 septembre 1910,Château-gontier,Mayenne,25 septembre 1970,Château-gontier,Mayenne,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Mayenne,,Union et fraternité francaise,,FALSE,,
5358,https://www2.assemblee-nationale.fr/sycomore/fiche/5358,"Claude, Marie Mont",30 juin 1913,Pouilly-sous-charlieu,Loire,30 octobre 2001,Saint-etienne,Loire,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Loire,,Mouvement républicain populaire,,FALSE,,
5358,https://www2.assemblee-nationale.fr/sycomore/fiche/5358,"Claude, Marie Mont",30 juin 1913,Pouilly-sous-charlieu,Loire,30 octobre 2001,Saint-etienne,Loire,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Loire,,Mouvement républicain populaire,,FALSE,,
5358,https://www2.assemblee-nationale.fr/sycomore/fiche/5358,"Claude, Marie Mont",30 juin 1913,Pouilly-sous-charlieu,Loire,30 octobre 2001,Saint-etienne,Loire,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Loire,,Mouvement républicain populaire,,FALSE,,
5359,https://www2.assemblee-nationale.fr/sycomore/fiche/5359,Max Montagne,7 février 1920,Beauvais,Oise,19 mars 1980,Ney,Jura,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Jura,,Union pour la nouvelle République,UNR,TRUE,,
5360,https://www2.assemblee-nationale.fr/sycomore/fiche/5360,Rémy Montagne,9 janvier 1917,Mirabeau,Vaucluse,10 janvier 1991,Suresnes,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,23 novembre 1958,9 octobre 1962,Eure,,Entente démocratique,,FALSE,,
5360,https://www2.assemblee-nationale.fr/sycomore/fiche/5360,Rémy Montagne,9 janvier 1917,Mirabeau,Vaucluse,10 janvier 1991,Suresnes,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Eure,,Centre démocratique,,FALSE,,
5360,https://www2.assemblee-nationale.fr/sycomore/fiche/5360,Rémy Montagne,9 janvier 1917,Mirabeau,Vaucluse,10 janvier 1991,Suresnes,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Eure,,Progrès et démocratie moderne,,FALSE,,
5360,https://www2.assemblee-nationale.fr/sycomore/fiche/5360,Rémy Montagne,9 janvier 1917,Mirabeau,Vaucluse,10 janvier 1991,Suresnes,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Eure,,Réformateurs démocrates sociaux,,FALSE,,
5360,https://www2.assemblee-nationale.fr/sycomore/fiche/5360,Rémy Montagne,9 janvier 1917,Mirabeau,Vaucluse,10 janvier 1991,Suresnes,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Eure,,Union pour la démocratie française,,FALSE,,
5361,https://www2.assemblee-nationale.fr/sycomore/fiche/5361,"Eugène, Jean Montagnier",1 mars 1899,Saint-didier-au-mont-d'or,Rhône,8 août 1980,Francheville,Rhône,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Rhône,,Communiste,,FALSE,,
5361,https://www2.assemblee-nationale.fr/sycomore/fiche/5361,"Eugène, Jean Montagnier",1 mars 1899,Saint-didier-au-mont-d'or,Rhône,8 août 1980,Francheville,Rhône,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Rhône,,Communiste,,FALSE,,
5361,https://www2.assemblee-nationale.fr/sycomore/fiche/5361,"Eugène, Jean Montagnier",1 mars 1899,Saint-didier-au-mont-d'or,Rhône,8 août 1980,Francheville,Rhône,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Rhône,,Communiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Corrèze,,Socialiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Corrèze,,Socialiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Corrèze,,Socialiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Corrèze,,Socialiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Corrèze,,Fédération de la gauche démocrate et socialiste,,FALSE,,
5365,https://www2.assemblee-nationale.fr/sycomore/fiche/5365,"Jean, François, Etienne Montalat",12 juillet 1912,Tulle,Corrèze,22 septembre 1971,Limoges,Haute,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,22 septembre 1971,Corrèze,,Fédération de la gauche démocrate et socialiste - Non inscrit,,FALSE,,
5374,https://www2.assemblee-nationale.fr/sycomore/fiche/5374,André Monteil,15 août 1915,Juillac,Corrèze,8 novembre 1998,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Finistère,,Mouvement républicain populaire,,FALSE,,
5374,https://www2.assemblee-nationale.fr/sycomore/fiche/5374,André Monteil,15 août 1915,Juillac,Corrèze,8 novembre 1998,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Finistère,,Mouvement républicain populaire,,FALSE,,
5374,https://www2.assemblee-nationale.fr/sycomore/fiche/5374,André Monteil,15 août 1915,Juillac,Corrèze,8 novembre 1998,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Finistère,,Mouvement républicain populaire,,FALSE,,
5374,https://www2.assemblee-nationale.fr/sycomore/fiche/5374,André Monteil,15 août 1915,Juillac,Corrèze,8 novembre 1998,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Finistère,,Mouvement républicain populaire,,FALSE,,
5374,https://www2.assemblee-nationale.fr/sycomore/fiche/5374,André Monteil,15 août 1915,Juillac,Corrèze,8 novembre 1998,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Finistère,,Mouvement républicain populaire,,FALSE,,
5376,https://www2.assemblee-nationale.fr/sycomore/fiche/5376,"Maurice, Aimé, Louis, Joseph Montel",10 juin 1900,Espaly-saint-marcel,Haute,14 mai 1996,Clermont-ferrand,Puy,Chambre des députés,Troisième République - Chambre des députés,XVIe législature,3 mai 1936,31 mai 1942,Cantal,,Gauche indépendante,,FALSE,Germain Guibert aux élections sénatoriales de 1962,
5376,https://www2.assemblee-nationale.fr/sycomore/fiche/5376,"Maurice, Aimé, Louis, Joseph Montel",10 juin 1900,Espaly-saint-marcel,Haute,14 mai 1996,Clermont-ferrand,Puy,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Cantal,,Socialiste,,FALSE,Germain Guibert aux élections sénatoriales de 1962,
5377,https://www2.assemblee-nationale.fr/sycomore/fiche/5377,Pierre Montel,13 décembre 1896,Lyon,Rhône,13 janvier 1967,Lyon,Rhône,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Rhône,,Parti républicain de la liberté,,FALSE,,
5377,https://www2.assemblee-nationale.fr/sycomore/fiche/5377,Pierre Montel,13 décembre 1896,Lyon,Rhône,13 janvier 1967,Lyon,Rhône,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Rhône,,Parti républicain de la liberté,,FALSE,,
5377,https://www2.assemblee-nationale.fr/sycomore/fiche/5377,Pierre Montel,13 décembre 1896,Lyon,Rhône,13 janvier 1967,Lyon,Rhône,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Rhône,,Républicains indépendants,,FALSE,,
5377,https://www2.assemblee-nationale.fr/sycomore/fiche/5377,Pierre Montel,13 décembre 1896,Lyon,Rhône,13 janvier 1967,Lyon,Rhône,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Rhône,,Indépendants et paysans d'action sociale,,FALSE,,
5382,https://www2.assemblee-nationale.fr/sycomore/fiche/5382,Pierre de Montesquiou,1 mars 1909,Paris,Seine,15 octobre 1976,Tours,Indre,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Gers,,Entente démocratique,,FALSE,,
5382,https://www2.assemblee-nationale.fr/sycomore/fiche/5382,Pierre de Montesquiou,1 mars 1909,Paris,Seine,15 octobre 1976,Tours,Indre,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Gers,,Rassemblement démocratique,,FALSE,,
5382,https://www2.assemblee-nationale.fr/sycomore/fiche/5382,Pierre de Montesquiou,1 mars 1909,Paris,Seine,15 octobre 1976,Tours,Indre,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Gers,,Progrès et démocratie moderne,,FALSE,,
5382,https://www2.assemblee-nationale.fr/sycomore/fiche/5382,Pierre de Montesquiou,1 mars 1909,Paris,Seine,15 octobre 1976,Tours,Indre,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Gers,,Progrès et démocratie moderne,,FALSE,,
5382,https://www2.assemblee-nationale.fr/sycomore/fiche/5382,Pierre de Montesquiou,1 mars 1909,Paris,Seine,15 octobre 1976,Tours,Indre,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,15 octobre 1976,Gers,,Réformateurs démocrates sociaux,,FALSE,,
5386,https://www2.assemblee-nationale.fr/sycomore/fiche/5386,"Guy, Albert, Marie de Montgolfier",1 janvier 1901,Tournon,Ardèche,2 décembre 1955,Toulon,Var,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,2 décembre 1955,Ardèche,,Centre républicain d'action paysanne et sociale et des démocrates indépendants,,FALSE,,
5391,https://www2.assemblee-nationale.fr/sycomore/fiche/5391,Gérard de Montjou,5 février 1903,Poitiers,Vienne,9 mars 1998,Poitiers,Vienne,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Vienne,,Républicain radical et radical-socialiste,,FALSE,,
5395,https://www2.assemblee-nationale.fr/sycomore/fiche/5395,Fred Moore,8 avril 1920,Brest,Finistère,16 septembre 2017,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Somme,,Union pour la nouvelle République,UNR,TRUE,,
5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396,Prosper Môquet,6 janvier 1897,Chanteloup,Manche,31 juillet 1986,Bréhal,Manche,Chambre des députés,Troisième République - Chambre des députés,XVIe législature,3 mai 1936,21 janvier 1940,Seine,,Communiste,,FALSE,,
5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396,Prosper Môquet,6 janvier 1897,Chanteloup,Manche,31 juillet 1986,Bréhal,Manche,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Yonne,,Communiste,,FALSE,,
5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396,Prosper Môquet,6 janvier 1897,Chanteloup,Manche,31 juillet 1986,Bréhal,Manche,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Yonne,,Communiste,,FALSE,,
5396,https://www2.assemblee-nationale.fr/sycomore/fiche/5396,Prosper Môquet,6 janvier 1897,Chanteloup,Manche,31 juillet 1986,Bréhal,Manche,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Yonne,,Communiste,,FALSE,,
5397,https://www2.assemblee-nationale.fr/sycomore/fiche/5397,Albert Mora,4 avril 1896,Bayonne,Basses,16 octobre 1959,Tarnos,Landes,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Basses-Pyrénées,,Communiste,,FALSE,,
5397,https://www2.assemblee-nationale.fr/sycomore/fiche/5397,Albert Mora,4 avril 1896,Bayonne,Basses,16 octobre 1959,Tarnos,Landes,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Basses-Pyrénées,,Communiste,,FALSE,,
5397,https://www2.assemblee-nationale.fr/sycomore/fiche/5397,Albert Mora,4 avril 1896,Bayonne,Basses,16 octobre 1959,Tarnos,Landes,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Basses-Pyrénées,,Communiste,,FALSE,,
5397,https://www2.assemblee-nationale.fr/sycomore/fiche/5397,Albert Mora,4 avril 1896,Bayonne,Basses,16 octobre 1959,Tarnos,Landes,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Basses-Pyrénées,,Communiste,,FALSE,,
5397,https://www2.assemblee-nationale.fr/sycomore/fiche/5397,Albert Mora,4 avril 1896,Bayonne,Basses,16 octobre 1959,Tarnos,Landes,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Basses-Pyrénées,,Communiste,,FALSE,,
5399,https://www2.assemblee-nationale.fr/sycomore/fiche/5399,Georges Morand,28 janvier 1900,Meslay,Mayenne,1 février 1977,Angers,Maine,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Maine-et-Loire,,Communiste,,FALSE,,
5399,https://www2.assemblee-nationale.fr/sycomore/fiche/5399,Georges Morand,28 janvier 1900,Meslay,Mayenne,1 février 1977,Angers,Maine,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Maine-et-Loire,,Communiste,,FALSE,,
5401,https://www2.assemblee-nationale.fr/sycomore/fiche/5401,Max Moras,20 mai 1907,Dax,Landes,5 septembre 1984,Dax,Landes,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Landes,,Union pour la nouvelle République,UNR,TRUE,,
5406,https://www2.assemblee-nationale.fr/sycomore/fiche/5406,"Jean, Adrien, Edouard Moreau",31 juillet 1888,Paris,Seine,5 juin 1972,Auxerre,Yonne,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Yonne,,Parti républicain de la liberté,,FALSE,,
5406,https://www2.assemblee-nationale.fr/sycomore/fiche/5406,"Jean, Adrien, Edouard Moreau",31 juillet 1888,Paris,Seine,5 juin 1972,Auxerre,Yonne,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Yonne,,Parti républicain de la liberté,,FALSE,,
5406,https://www2.assemblee-nationale.fr/sycomore/fiche/5406,"Jean, Adrien, Edouard Moreau",31 juillet 1888,Paris,Seine,5 juin 1972,Auxerre,Yonne,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Yonne,,Républicains indépendants,,FALSE,,
5406,https://www2.assemblee-nationale.fr/sycomore/fiche/5406,"Jean, Adrien, Edouard Moreau",31 juillet 1888,Paris,Seine,5 juin 1972,Auxerre,Yonne,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Yonne,,Républicains indépendants,,FALSE,,
5406,https://www2.assemblee-nationale.fr/sycomore/fiche/5406,"Jean, Adrien, Edouard Moreau",31 juillet 1888,Paris,Seine,5 juin 1972,Auxerre,Yonne,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Yonne,,Indépendants et paysans d'action sociale,,FALSE,,
5411,https://www2.assemblee-nationale.fr/sycomore/fiche/5411,Léopold Morel,9 janvier 1912,Nice,Alpes,14 mai 1996,La teste-de-buch,Rhône,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,2 juin 1959,Anciens départements d'Algérie,,,,FALSE,,
5415,https://www2.assemblee-nationale.fr/sycomore/fiche/5415,Jean Morellon,21 janvier 1921,Messeix,Puy,29 janvier 2013,Chamalières,Puy,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,23 juillet 1969,1 avril 1973,Puy-de-Dôme,,Républicains indépendants,,FALSE,,
5415,https://www2.assemblee-nationale.fr/sycomore/fiche/5415,Jean Morellon,21 janvier 1921,Messeix,Puy,29 janvier 2013,Chamalières,Puy,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,6 mai 1973,2 avril 1978,Puy-de-Dôme,,Républicains indépendants,,FALSE,,
5415,https://www2.assemblee-nationale.fr/sycomore/fiche/5415,Jean Morellon,21 janvier 1921,Messeix,Puy,29 janvier 2013,Chamalières,Puy,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,12 mars 1978,22 mai 1981,Puy-de-Dôme,,Union pour la démocratie française,,FALSE,,
5418,https://www2.assemblee-nationale.fr/sycomore/fiche/5418,André Morice,11 octobre 1900,Nantes,Loire,17 janvier 1990,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Loire-Inférieure,,Radical et radical-socialiste,,FALSE,,
5418,https://www2.assemblee-nationale.fr/sycomore/fiche/5418,André Morice,11 octobre 1900,Nantes,Loire,17 janvier 1990,Paris,Paris,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Loire-Inférieure,,Radical et radical-socialiste,,FALSE,,
5418,https://www2.assemblee-nationale.fr/sycomore/fiche/5418,André Morice,11 octobre 1900,Nantes,Loire,17 janvier 1990,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Loire-Inférieure,,Républicain radical et radical-socialiste,,FALSE,,
5418,https://www2.assemblee-nationale.fr/sycomore/fiche/5418,André Morice,11 octobre 1900,Nantes,Loire,17 janvier 1990,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Loire-Inférieure,,Républicain radical et radical-socialiste,,FALSE,,
5418,https://www2.assemblee-nationale.fr/sycomore/fiche/5418,André Morice,11 octobre 1900,Nantes,Loire,17 janvier 1990,Paris,Paris,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Loire-Atlantique,,Républicain radical et radical-socialiste,,FALSE,,
5419,https://www2.assemblee-nationale.fr/sycomore/fiche/5419,"Robert, Jules, Ernest Morillon",13 janvier 1910,Mesnil-sur-oger,Marne,26 janvier 2007,Epernay,Marne,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Marne,,Communiste,,FALSE,,
5426,https://www2.assemblee-nationale.fr/sycomore/fiche/5426,"Pierre, Joseph, Antoine Morison",8 septembre 1927,Retournac,Loire,14 août 2009,La tronche,Isère,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Rhône,,Républicains indépendants,,FALSE,,
5426,https://www2.assemblee-nationale.fr/sycomore/fiche/5426,"Pierre, Joseph, Antoine Morison",8 septembre 1927,Retournac,Loire,14 août 2009,La tronche,Isère,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Rhône,,Républicains indépendants,,FALSE,,
5427,https://www2.assemblee-nationale.fr/sycomore/fiche/5427,Jean-Marie Morisse,23 novembre 1905,Sotteville-lès-rouen,Seine,29 mai 1983,Rouen,Seine,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine-Maritime,,Union pour la nouvelle République,UNR,TRUE,,
5427,https://www2.assemblee-nationale.fr/sycomore/fiche/5427,Jean-Marie Morisse,23 novembre 1905,Sotteville-lès-rouen,Seine,29 mai 1983,Rouen,Seine,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Seine-Maritime,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
5429,https://www2.assemblee-nationale.fr/sycomore/fiche/5429,Robert Morlevat,14 février 1907,Saint-maur-des-fossés,,1 avril 1998,Semur-en-auxois,Côte,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Côte-d'Or,,Rassemblement démocratique,,FALSE,,
5429,https://www2.assemblee-nationale.fr/sycomore/fiche/5429,Robert Morlevat,14 février 1907,Saint-maur-des-fossés,,1 avril 1998,Semur-en-auxois,Côte,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Côte-d'Or,,Fédération de la gauche démocrate et socialiste,,FALSE,,
5432,https://www2.assemblee-nationale.fr/sycomore/fiche/5432,Jacques Moron,28 novembre 1924,Auxonne,Côte,20 mai 1993,Toulouse,Haute,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Haute-Garonne,,Union des démocrates pour la République,UDR,TRUE,,
