fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,chambre,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
7,https://www2.assemblee-nationale.fr/sycomore/fiche/7,Ferhat Abbas,24 août 1899,Beni-affer,Algérie,24 décembre 1985,Alger,Algérie,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Anciens départements d'Algérie,,Union démocratique du Manifeste algérien,,FALSE,,
12,https://www2.assemblee-nationale.fr/sycomore/fiche/12,Bachir Ben Mohamed Abddelouahab,2 décembre 1897,Miliana,Algérie,1 juillet 1978,Alger,Algérie,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,19 février 1946,Anciens départements d'Algérie,,Socialiste,,FALSE,,
13,https://www2.assemblee-nationale.fr/sycomore/fiche/13,Robert Abdesselam,27 janvier 1920,El-biar,Algérie,26 juillet 2006,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Unité de la République,,FALSE,,
14,https://www2.assemblee-nationale.fr/sycomore/fiche/14,Moussa Ali Abdoulkader,1 janvier 1923,Djibouti,Djibouti,26 septembre 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,23 avril 1967,30 mai 1968,Territoire français des Affars et des Issas,,Union démocratique pour la V° République,UD-Ve,TRUE,,
14,https://www2.assemblee-nationale.fr/sycomore/fiche/14,Moussa Ali Abdoulkader,1 janvier 1923,Djibouti,Djibouti,26 septembre 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Territoire français des Affars et des Issas,,Union des démocrates pour la République,UDR,TRUE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Vienne,,Mouvement républicain populaire,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Vienne,,Mouvement républicain populaire,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Vienne,,Mouvement républicain populaire,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Vienne,,Mouvement républicain populaire,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Vienne,,Mouvement républicain populaire,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Vienne,,Centre démocratique,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Vienne,,Progrès et démocratie moderne,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Vienne,,Progrès et démocratie moderne,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,28 juin 1974,Vienne,,Réformateurs démocrates sociaux,,FALSE,,
19,https://www2.assemblee-nationale.fr/sycomore/fiche/19,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Poitiers,Vienne,23 mai 1977,Poitiers,Vienne,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,19 octobre 1975,19 novembre 1975,Vienne,,Réformateurs démocrates sociaux,,FALSE,,
29,https://www2.assemblee-nationale.fr/sycomore/fiche/29,Aymar Achille-Fould,17 juillet 1925,Tarbes,Hautes,11 avril 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Gironde,,Rassemblement démocratique,,FALSE,,
29,https://www2.assemblee-nationale.fr/sycomore/fiche/29,Aymar Achille-Fould,17 juillet 1925,Tarbes,Hautes,11 avril 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Gironde,,Progrès et démocratie moderne,,FALSE,,
29,https://www2.assemblee-nationale.fr/sycomore/fiche/29,Aymar Achille-Fould,17 juillet 1925,Tarbes,Hautes,11 avril 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Gironde,,Progrès et démocratie moderne,,FALSE,,
29,https://www2.assemblee-nationale.fr/sycomore/fiche/29,Aymar Achille-Fould,17 juillet 1925,Tarbes,Hautes,11 avril 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,12 mai 1973,Gironde,,Union centriste,,FALSE,,
29,https://www2.assemblee-nationale.fr/sycomore/fiche/29,Aymar Achille-Fould,17 juillet 1925,Tarbes,Hautes,11 avril 1986,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,11 avril 1986,Gironde,,Union pour la démocratie française,,FALSE,,
30,https://www2.assemblee-nationale.fr/sycomore/fiche/30,Daoud Ben Saïd dit Mohand Achour,20 février 1889,Fort-national,Algérie,2 avril 1961,Tizi-ouzou,Algérie,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Anciens départements d'Algérie,,Socialiste,,FALSE,,
30,https://www2.assemblee-nationale.fr/sycomore/fiche/30,Daoud Ben Saïd dit Mohand Achour,20 février 1889,Fort-national,Algérie,2 avril 1961,Tizi-ouzou,Algérie,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Anciens départements d'Algérie,,Socialiste,,FALSE,,
43,https://www2.assemblee-nationale.fr/sycomore/fiche/43,Mohamed Agha-Mir,5 avril 1904,Mecheria,Algérie,24 octobre 1970,Sidi-bel-abbes,Algérie,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Unité de la République,,FALSE,,
46,https://www2.assemblee-nationale.fr/sycomore/fiche/46,Georges Ahnne,21 mars 1903,Papeete,,3 août 1949,Garches,,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Etablissements français d'Océanie,,Démocratique et socialiste de la Résistance,,FALSE,,
46,https://www2.assemblee-nationale.fr/sycomore/fiche/46,Georges Ahnne,21 mars 1903,Papeete,,3 août 1949,Garches,,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,3 août 1949,Etablissements français d'Océanie,,Union démocratique et socialiste de la Résistance,,FALSE,,
53,https://www2.assemblee-nationale.fr/sycomore/fiche/53,Michel d'Aillières,17 décembre 1923,Paris,Seine,31 octobre 2010,Aillières-beauvoir,Sarthe,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,23 novembre 1958,9 octobre 1962,Sarthe,,Indépendants et paysans d'action sociale,,FALSE,,
53,https://www2.assemblee-nationale.fr/sycomore/fiche/53,Michel d'Aillières,17 décembre 1923,Paris,Seine,31 octobre 2010,Aillières-beauvoir,Sarthe,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Sarthe,,Républicains indépendants,,FALSE,,
53,https://www2.assemblee-nationale.fr/sycomore/fiche/53,Michel d'Aillières,17 décembre 1923,Paris,Seine,31 octobre 2010,Aillières-beauvoir,Sarthe,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,30 mai 1968,Sarthe,,Républicains indépendants,,FALSE,,
53,https://www2.assemblee-nationale.fr/sycomore/fiche/53,Michel d'Aillières,17 décembre 1923,Paris,Seine,31 octobre 2010,Aillières-beauvoir,Sarthe,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Sarthe,,Républicains indépendants,,FALSE,,
53,https://www2.assemblee-nationale.fr/sycomore/fiche/53,Michel d'Aillières,17 décembre 1923,Paris,Seine,31 octobre 2010,Aillières-beauvoir,Sarthe,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,4 mars 1973,24 septembre 1977,Sarthe,,Républicains indépendants,,FALSE,,
58,https://www2.assemblee-nationale.fr/sycomore/fiche/58,"Julien, Jérôme Airoldi",27 mai 1900,Deluz,Doubs,3 décembre 1974,Saint-genis-laval,Rhône,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Rhône,,Communiste,,FALSE,,
58,https://www2.assemblee-nationale.fr/sycomore/fiche/58,"Julien, Jérôme Airoldi",27 mai 1900,Deluz,Doubs,3 décembre 1974,Saint-genis-laval,Rhône,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Rhône,,Communiste,,FALSE,,
58,https://www2.assemblee-nationale.fr/sycomore/fiche/58,"Julien, Jérôme Airoldi",27 mai 1900,Deluz,Doubs,3 décembre 1974,Saint-genis-laval,Rhône,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Rhône,,Communiste,,FALSE,,
60,https://www2.assemblee-nationale.fr/sycomore/fiche/60,"Gaston, Paul, Emile Aizier",18 avril 1922,L'isle-adam,,1 août 2000,Beaumont-sur-oise,Val,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Yvelines,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
62,https://www2.assemblee-nationale.fr/sycomore/fiche/62,"Martin, Andréas Aku",2 septembre 1913,Lomé,Togo,19 juin 1970,Lomé,Togo,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Togo,,Union républicaine et résistante,,FALSE,,
63,https://www2.assemblee-nationale.fr/sycomore/fiche/63,Hamza Al-Sid-Boubakeur,15 juin 1912,Géryville,Algérie,4 février 1995,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Non inscrit,,FALSE,,
73,https://www2.assemblee-nationale.fr/sycomore/fiche/73,Jean Albert-Sorel,7 novembre 1902,Paris,Seine,16 avril 1981,Equemauville,Calvados,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Indépendants et paysans d'action sociale,,FALSE,,
77,https://www2.assemblee-nationale.fr/sycomore/fiche/77,Médard Albrand,8 juin 1898,Petit-canal,Guadeloupe,26 juillet 1981,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Guadeloupe,,Union pour la nouvelle République,UNR,TRUE,,
77,https://www2.assemblee-nationale.fr/sycomore/fiche/77,Médard Albrand,8 juin 1898,Petit-canal,Guadeloupe,26 juillet 1981,Paris,Paris,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Guadeloupe,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Pyrénées-Orientales,,Socialiste,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Pyrénées-Orientales,,Non inscrit,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Pyrénées-Orientales,,Rassemblement démocratique,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Pyrénées-Orientales,,Fédération de la gauche démocrate et socialiste,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Pyrénées-Orientales,,Fédération de la gauche démocrate et socialiste,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Pyrénées-Orientales,,Parti socialiste et radicaux de gauche,,FALSE,,
79,https://www2.assemblee-nationale.fr/sycomore/fiche/79,Paul Alduy,4 octobre 1914,Lima,Pérou,23 janvier 2006,Perpignan,Pyrénées,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Pyrénées-Orientales,,Union pour la démocratie française,,FALSE,,
86,https://www2.assemblee-nationale.fr/sycomore/fiche/86,Yves Allainmat,6 novembre 1906,Kérity,Côtes,31 mars 1993,Lorient,Morbihan,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Morbihan,,Fédération de la gauche démocrate et socialiste,,FALSE,,
86,https://www2.assemblee-nationale.fr/sycomore/fiche/86,Yves Allainmat,6 novembre 1906,Kérity,Côtes,31 mars 1993,Lorient,Morbihan,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Morbihan,,Parti socialiste et radicaux de gauche,,FALSE,,
89,https://www2.assemblee-nationale.fr/sycomore/fiche/89,Joseph Allauzen,29 mai 1890,Joyeuse,Ardèche,1 janvier 1969,Joyeuse,Ardèche,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Ardèche,,Parti républicain de la liberté,,FALSE,,
94,https://www2.assemblee-nationale.fr/sycomore/fiche/94,"Edouard, Denis, Marie, Joseph Alliot",26 février 1900,Wassigny,Aisne,16 novembre 1981,Cateau-cambrésis,Nord,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Aisne,,Indépendants et paysans d'action sociale,,FALSE,,
94,https://www2.assemblee-nationale.fr/sycomore/fiche/94,"Edouard, Denis, Marie, Joseph Alliot",26 février 1900,Wassigny,Aisne,16 novembre 1981,Cateau-cambrésis,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Aisne,,Indépendants et paysans d'action sociale,,FALSE,,
95,https://www2.assemblee-nationale.fr/sycomore/fiche/95,"Eugène, Alphonse Alliot",12 mai 1898,Saint-quentin,Aisne,9 mai 1988,La bruyère,Haute,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1948,4 juillet 1951,Seine-et-Oise,,Communiste,,FALSE,,
97,https://www2.assemblee-nationale.fr/sycomore/fiche/97,"Louis, Marie Alloin",3 août 1906,La clayette,Saône,28 décembre 1978,Nice,Alpes,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Rhône,,Union et fraternité francaise,,FALSE,,
99,https://www2.assemblee-nationale.fr/sycomore/fiche/99,Michel Alloncle,7 octobre 1928,Champagne-mouton,Charente,23 avril 2003,Ruffec,Charente,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Charente,,Union des démocrates pour la République,UDR,TRUE,,
99,https://www2.assemblee-nationale.fr/sycomore/fiche/99,Michel Alloncle,7 octobre 1928,Champagne-mouton,Charente,23 avril 2003,Ruffec,Charente,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Charente,,Union des démocrates pour la République,UDR,TRUE,,
100,https://www2.assemblee-nationale.fr/sycomore/fiche/100,"Auguste, Simon Allonneau",24 juin 1895,Cours,Deux,12 novembre 1963,Angers,Maine,Assemblée nationale constituante,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Maine-et-Loire,,Socialiste,,FALSE,,
100,https://www2.assemblee-nationale.fr/sycomore/fiche/100,"Auguste, Simon Allonneau",24 juin 1895,Cours,Deux,12 novembre 1963,Angers,Maine,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Maine-et-Loire,,Socialiste,,FALSE,,
100,https://www2.assemblee-nationale.fr/sycomore/fiche/100,"Auguste, Simon Allonneau",24 juin 1895,Cours,Deux,12 novembre 1963,Angers,Maine,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Maine-et-Loire,,Socialiste,,FALSE,,
115,https://www2.assemblee-nationale.fr/sycomore/fiche/115,"Octave, Yvon Amiot",21 avril 1917,Noyant,Allier,12 mai 1969,Montluçon,Allier,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,29 novembre 1946,4 juillet 1951,Allier,,Mouvement républicain populaire,,FALSE,,
132,https://www2.assemblee-nationale.fr/sycomore/fiche/132,Pierre André,27 octobre 1903,Dieulouard,Meurthe,9 avril 1984,Boulogne-sur-seine,Hauts,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Meurthe-et-Moselle,,Parti républicain de la liberté,,FALSE,,
132,https://www2.assemblee-nationale.fr/sycomore/fiche/132,Pierre André,27 octobre 1903,Dieulouard,Meurthe,9 avril 1984,Boulogne-sur-seine,Hauts,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Meurthe-et-Moselle,,Parti républicain de la liberté,,FALSE,,
132,https://www2.assemblee-nationale.fr/sycomore/fiche/132,Pierre André,27 octobre 1903,Dieulouard,Meurthe,9 avril 1984,Boulogne-sur-seine,Hauts,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Meurthe-et-Moselle,,Républicains indépendants,,FALSE,,
132,https://www2.assemblee-nationale.fr/sycomore/fiche/132,Pierre André,27 octobre 1903,Dieulouard,Meurthe,9 avril 1984,Boulogne-sur-seine,Hauts,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Meurthe-et-Moselle,,Indépendants et paysans d'action sociale,,FALSE,,
140,https://www2.assemblee-nationale.fr/sycomore/fiche/140,Maurice Andrieux,17 avril 1925,Hersin-coupigny,Pas,8 décembre 2008,Hersin-coupigny,Pas,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Pas-de-Calais,,Communiste,,FALSE,,
140,https://www2.assemblee-nationale.fr/sycomore/fiche/140,Maurice Andrieux,17 avril 1925,Hersin-coupigny,Pas,8 décembre 2008,Hersin-coupigny,Pas,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Pas-de-Calais,,Communiste,,FALSE,,
140,https://www2.assemblee-nationale.fr/sycomore/fiche/140,Maurice Andrieux,17 avril 1925,Hersin-coupigny,Pas,8 décembre 2008,Hersin-coupigny,Pas,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Pas-de-Calais,,Communiste,,FALSE,,
140,https://www2.assemblee-nationale.fr/sycomore/fiche/140,Maurice Andrieux,17 avril 1925,Hersin-coupigny,Pas,8 décembre 2008,Hersin-coupigny,Pas,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Pas-de-Calais,,Communiste,,FALSE,,
143,https://www2.assemblee-nationale.fr/sycomore/fiche/143,Yves Angeletti,6 juin 1906,Zeralda,Algérie,19 janvier 1966,Six-fours-la-plage,Var,Assemblée nationale constituante,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Marne,,Communiste,,FALSE,,
143,https://www2.assemblee-nationale.fr/sycomore/fiche/143,Yves Angeletti,6 juin 1906,Zeralda,Algérie,19 janvier 1966,Six-fours-la-plage,Var,Assemblée nationale,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,1 juin 1948,Marne,,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,19 janvier 1956,8 décembre 1958,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
153,https://www2.assemblee-nationale.fr/sycomore/fiche/153,Gustave Ansart,5 mars 1923,Roubaix,Nord,20 septembre 1990,Merignies,Nord,Assemblée nationale,Cinquième République - Assemblée nationale,IXe législature,13 juin 1988,20 septembre 1990,Nord,7e circonscription du Nord | 20e circonscription du Nord | 19e circonscription du Nord,Communiste,,FALSE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Vendée,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Vendée,,Union démocratique pour la V° République,UD-Ve,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Vendée,,Union des démocrates pour la République,UDR,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,28 juin 1974,Vendée,,Union des démocrates pour la République,UDR,TRUE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Vendée,,Rassemblement pour la République,,FALSE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Vendée,,Rassemblement pour la République,,FALSE,,
155,https://www2.assemblee-nationale.fr/sycomore/fiche/155,Vincent Ansquer,11 janvier 1925,Treize-septiers,Vendée,31 mai 1987,Levallois-perret,Hauts,Assemblée nationale,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,31 mai 1987,Vendée,,Rassemblement pour la République,,FALSE,,
159,https://www2.assemblee-nationale.fr/sycomore/fiche/159,"Marcel, Louis, Julien Anthonioz",26 avril 1911,Divonne-les-bains,Ain,31 août 1976,Divonne-les-bains,Ain,Assemblée nationale,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Ain,,Républicains indépendants,,FALSE,,
159,https://www2.assemblee-nationale.fr/sycomore/fiche/159,"Marcel, Louis, Julien Anthonioz",26 avril 1911,Divonne-les-bains,Ain,31 août 1976,Divonne-les-bains,Ain,Assemblée nationale,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Ain,,Indépendants et paysans d'action sociale,,FALSE,,
159,https://www2.assemblee-nationale.fr/sycomore/fiche/159,"Marcel, Louis, Julien Anthonioz",26 avril 1911,Divonne-les-bains,Ain,31 août 1976,Divonne-les-bains,Ain,Assemblée nationale,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Ain,,Indépendants et paysans d'action sociale,,FALSE,,
