elite_id,source_system,source_record_id,career_source_row,position,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,is_gaulliste,status,suppleant_de,a_eu_suppleant,source_url
FR_ELITE_000001,SYCOMORE,458,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000001,SYCOMORE,458,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Paris,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000001,SYCOMORE,458,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Paris,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000001,SYCOMORE,458,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Paris,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000001,SYCOMORE,458,5,Député,Cinquième République - Assemblée nationale,VIe législature,1978-03-19,1981-05-22,Paris,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000001,SYCOMORE,458,6,Député,Cinquième République - Assemblée nationale,VIIe législature,1981-07-02,1986-04-01,Paris,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/458
FR_ELITE_000003,SYCOMORE,7319,1,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Saint-Pierre-et-Miquelon,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7319
FR_ELITE_000003,SYCOMORE,7319,2,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Saint-Pierre-et-Miquelon,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7319
FR_ELITE_000004,SYCOMORE,6292,1,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Seine-Maritime,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6292
FR_ELITE_000006,SYCOMORE,199,1,Député,Cinquième République - Assemblée nationale,IVe législature,1968-08-13,1973-04-01,Bouches-du-Rhône,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/199
FR_ELITE_000008,SYCOMORE,6718,1,Député,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,1945-10-21,1946-06-10,Anciens départements d'Algérie,,Mouvement républicain populaire,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6718
FR_ELITE_000008,SYCOMORE,6718,2,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Anciens départements d'Algérie,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6718
FR_ELITE_000009,SYCOMORE,692,1,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Seine-et-Oise,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/692
FR_ELITE_000010,SYCOMORE,303,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Deux-Sèvres,,Républicains populaires et centre démocratique,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/303
FR_ELITE_000010,SYCOMORE,303,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Deux-Sèvres,,Centre démocratique,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/303
FR_ELITE_000010,SYCOMORE,303,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Deux-Sèvres,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/303
FR_ELITE_000010,SYCOMORE,303,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Deux-Sèvres,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/303
FR_ELITE_000013,SYCOMORE,6745,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Côtes-du-Nord,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6745
FR_ELITE_000014,SYCOMORE,1757,1,Député,Cinquième République - Assemblée nationale,Ire législature,1959-02-09,1962-07-03,Anciens départements d'Algérie,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1757
FR_ELITE_000019,SYCOMORE,5427,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Seine-Maritime,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5427
FR_ELITE_000019,SYCOMORE,5427,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Seine-Maritime,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5427
FR_ELITE_000021,SYCOMORE,6139,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Dordogne,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6139
FR_ELITE_000024,SYCOMORE,3983,1,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Gard,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/3983
FR_ELITE_000027,SYCOMORE,660,1,Député,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,1946-06-02,1946-11-27,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Parti républicain de la liberté,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/660
FR_ELITE_000027,SYCOMORE,660,2,Député,Quatrième République - Assemblée nationale,Ire législature,1946-11-10,1951-07-04,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Parti républicain de la liberté,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/660
FR_ELITE_000027,SYCOMORE,660,3,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Rassemblement du peuple français - ARS,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/660
FR_ELITE_000027,SYCOMORE,660,4,Député,Quatrième République - Assemblée nationale,IIIe législature,1956-01-02,1958-12-08,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Indépendants et paysans d'action sociale,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/660
FR_ELITE_000027,SYCOMORE,660,5,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Indépendants et paysans d'action sociale,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/660
FR_ELITE_000029,SYCOMORE,3484,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Rhône,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/3484
FR_ELITE_000030,SYCOMORE,2378,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Nord,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2378
FR_ELITE_000032,SYCOMORE,5741,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1960-06-04,Seine,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5741
FR_ELITE_000036,SYCOMORE,7173,1,Député,Cinquième République - Assemblée nationale,IVe législature,1972-08-07,1973-04-01,Paris,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7173
FR_ELITE_000036,SYCOMORE,7173,2,Député,Cinquième République - Assemblée nationale,Ve législature,1973-05-06,1978-04-02,Paris,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7173
FR_ELITE_000037,SYCOMORE,1904,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Pas-de-Calais,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1904
FR_ELITE_000037,SYCOMORE,1904,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Pas-de-Calais,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1904
FR_ELITE_000037,SYCOMORE,1904,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Pas-de-Calais,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1904
FR_ELITE_000038,SYCOMORE,829,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-23,1962-10-09,Calvados,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000038,SYCOMORE,829,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-18,1967-04-02,Calvados,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000038,SYCOMORE,829,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Calvados,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000038,SYCOMORE,829,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Calvados,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000038,SYCOMORE,829,5,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Calvados,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000038,SYCOMORE,829,6,Député,Cinquième République - Assemblée nationale,VIe législature,1978-03-19,1981-05-22,Calvados,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/829
FR_ELITE_000039,SYCOMORE,5713,1,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Oise,,Rassemblement du peuple français - ARS,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5713
FR_ELITE_000042,SYCOMORE,2024,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Moselle,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2024
FR_ELITE_000042,SYCOMORE,2024,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-18,1967-04-02,Moselle,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2024
FR_ELITE_000042,SYCOMORE,2024,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Moselle,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2024
FR_ELITE_000042,SYCOMORE,2024,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Moselle,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2024
FR_ELITE_000046,SYCOMORE,4246,1,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Seine,23e circonscription de Paris | 23e circonscription de la Seine | 22e circonscription de la Seine,Républicain radical et radical-socialiste,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/4246
FR_ELITE_000046,SYCOMORE,4246,2,Député,Quatrième République - Assemblée nationale,IIIe législature,1956-01-02,1958-12-08,Seine,23e circonscription de Paris | 23e circonscription de la Seine | 22e circonscription de la Seine,Rassemblement des gauches républicaines et du centre républicain,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/4246
FR_ELITE_000046,SYCOMORE,4246,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Paris,23e circonscription de Paris | 23e circonscription de la Seine | 22e circonscription de la Seine,Progrès et démocratie moderne,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/4246
FR_ELITE_000046,SYCOMORE,4246,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Paris,23e circonscription de Paris | 23e circonscription de la Seine | 22e circonscription de la Seine,Progrès et démocratie moderne,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/4246
FR_ELITE_000046,SYCOMORE,4246,5,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1977-02-13,Paris,23e circonscription de Paris | 23e circonscription de la Seine | 22e circonscription de la Seine,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/4246
FR_ELITE_000048,SYCOMORE,1841,1,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Hérault,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1841
FR_ELITE_000050,SYCOMORE,1359,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Finistère,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1359
FR_ELITE_000050,SYCOMORE,1359,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Finistère,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1359
FR_ELITE_000050,SYCOMORE,1359,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Finistère,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1359
FR_ELITE_000050,SYCOMORE,1359,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1976-04-26,Finistère,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1359
FR_ELITE_000052,SYCOMORE,2043,1,Député,Cinquième République - Assemblée nationale,IIe législature,1963-07-12,1967-04-02,Rhône,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000052,SYCOMORE,2043,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1968-05-30,Rhône,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000052,SYCOMORE,2043,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Rhône,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000052,SYCOMORE,2043,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Rhône,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000052,SYCOMORE,2043,5,Député,Cinquième République - Assemblée nationale,VIe législature,1978-03-12,1981-05-22,Rhône,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000052,SYCOMORE,2043,6,Député,Cinquième République - Assemblée nationale,VIIe législature,1981-07-02,1986-04-01,Rhône,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2043
FR_ELITE_000053,SYCOMORE,1058,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1961-09-24,Gironde,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000053,SYCOMORE,1058,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1963-01-06,Gironde,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000053,SYCOMORE,1058,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-12,1967-05-07,Gironde,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000053,SYCOMORE,1058,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1968-08-12,Gironde,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000053,SYCOMORE,1058,5,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1976-09-27,Gironde,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000053,SYCOMORE,1058,6,Député,Cinquième République - Assemblée nationale,VIe législature,1978-04-03,1978-05-05,Gironde,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1058
FR_ELITE_000056,SYCOMORE,5879,1,Député,Cinquième République - Assemblée nationale,IIe législature,1963-01-07,1967-04-02,Seine-et-Marne,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5879
FR_ELITE_000056,SYCOMORE,5879,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-05-08,1968-05-30,Seine-et-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5879
FR_ELITE_000057,SYCOMORE,7667,1,Député,Cinquième République - Assemblée nationale,IIe législature,1963-01-07,1967-04-02,Calvados,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7667
FR_ELITE_000062,SYCOMORE,573,1,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-30,1973-04-01,Lot-et-Garonne,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/573
FR_ELITE_000064,SYCOMORE,553,1,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Tchad,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/553
FR_ELITE_000065,SYCOMORE,2712,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2712
FR_ELITE_000066,SYCOMORE,7269,1,Député,Cinquième République - Assemblée nationale,Ire législature,1959-02-09,1962-10-09,Calvados,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7269
FR_ELITE_000069,SYCOMORE,1105,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1961-06-02,Seine,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1105
FR_ELITE_000071,SYCOMORE,6573,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Bas-Rhin,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6573
FR_ELITE_000071,SYCOMORE,6573,2,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Bas-Rhin,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6573
FR_ELITE_000071,SYCOMORE,6573,3,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-05,1968-05-30,Bas-Rhin,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6573
FR_ELITE_000071,SYCOMORE,6573,4,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1973-04-01,Bas-Rhin,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6573
FR_ELITE_000071,SYCOMORE,6573,5,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Bas-Rhin,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6573
FR_ELITE_000072,SYCOMORE,2372,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-12-06,1967-04-02,Loiret,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-04-03,1968-05-30,Loiret,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-07-11,1972-08-06,Loiret,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Loiret,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,5,Député,Cinquième République - Assemblée nationale,VIe législature,1978-04-03,1981-05-22,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,6,Député,Cinquième République - Assemblée nationale,VIIe législature,1981-07-02,1986-04-01,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,7,Député,Cinquième République - Assemblée nationale,VIIIe législature,1986-04-02,1988-05-14,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,8,Député,Cinquième République - Assemblée nationale,IXe législature,1988-06-13,1993-04-01,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,9,Député,Cinquième République - Assemblée nationale,Xe législature,1993-04-02,1997-04-21,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000072,SYCOMORE,2372,10,Député,Cinquième République - Assemblée nationale,XIe législature,1997-06-01,2002-06-18,Loiret,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2372
FR_ELITE_000074,SYCOMORE,582,1,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-05-08,1968-05-30,Corrèze,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/582
FR_ELITE_000074,SYCOMORE,582,2,Député,Cinquième République - Assemblée nationale,IVe législature,1968-08-13,1973-04-01,Corrèze,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/582
FR_ELITE_000074,SYCOMORE,582,3,Député,Cinquième République - Assemblée nationale,Ve législature,1973-05-08,1976-11-13,Corrèze,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/582
FR_ELITE_000100,SYCOMORE,6360,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-12-06,1967-04-02,Moselle,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6360
FR_ELITE_000100,SYCOMORE,6360,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-04-03,1968-05-30,Moselle,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6360
FR_ELITE_000100,SYCOMORE,6360,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-07-11,1973-04-01,Moselle,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6360
FR_ELITE_000100,SYCOMORE,6360,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-04-02,1978-04-02,Moselle,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6360
FR_ELITE_000100,SYCOMORE,6360,5,Député,Cinquième République - Assemblée nationale,VIe législature,1978-04-03,1981-05-22,Moselle,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6360
FR_ELITE_000102,SYCOMORE,2511,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Basses-Alpes,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/2511
FR_ELITE_000104,SYCOMORE,6874,1,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Tchad,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6874
FR_ELITE_000117,SYCOMORE,1294,1,Député,Quatrième République - Assemblée nationale,Ire législature,1946-12-24,1951-07-04,Charente-Maritime,,Parti républicain de la liberté,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1294
FR_ELITE_000117,SYCOMORE,1294,2,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Charente-Maritime,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1294
FR_ELITE_000117,SYCOMORE,1294,3,Député,Quatrième République - Assemblée nationale,IIIe législature,1956-01-02,1958-12-08,Charente-Maritime,,Républicains sociaux,RS,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1294
FR_ELITE_000119,SYCOMORE,7864,1,Député,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,1946-06-02,1946-11-27,Gironde,,Mouvement républicain populaire,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7864
FR_ELITE_000119,SYCOMORE,7864,2,Député,Quatrième République - Assemblée nationale,Ire législature,1946-11-10,1951-07-04,Gironde,,Mouvement républicain populaire,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7864
FR_ELITE_000119,SYCOMORE,7864,3,Député,Quatrième République - Assemblée nationale,IIe législature,1951-06-17,1955-12-01,Gironde,,Rassemblement du peuple français,RPF,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/7864
