elite_id,source_system,source_record_id,career_source_row,position,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,is_gaulliste,status,suppleant_de,a_eu_suppleant,source_url
FR_ELITE_000986,SYCOMORE,5112,6,Député,Cinquième République - Assemblée nationale,VIIIe législature,1986-04-02,1988-05-14,Vendée,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5112
FR_ELITE_000986,SYCOMORE,5112,7,Député,Cinquième République - Assemblée nationale,IXe législature,1988-06-06,1993-04-01,Vendée,,Rassemblement pour la République,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5112
FR_ELITE_000993,SYCOMORE,6412,1,Député,Cinquième République - Assemblée nationale,IIe législature,1962-11-25,1967-04-02,Vosges,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6412
FR_ELITE_000993,SYCOMORE,6412,2,Député,Cinquième République - Assemblée nationale,IIIe législature,1967-03-05,1968-05-30,Vosges,,Union démocratique pour la V° République,UD-Ve,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6412
FR_ELITE_000993,SYCOMORE,6412,3,Député,Cinquième République - Assemblée nationale,IVe législature,1968-06-23,1972-08-07,Vosges,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6412
FR_ELITE_000993,SYCOMORE,6412,4,Député,Cinquième République - Assemblée nationale,Ve législature,1973-03-04,1973-05-12,Vosges,,Union des démocrates pour la République,UDR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/6412
FR_ELITE_000995,SYCOMORE,1014,1,Député,Cinquième République - Assemblée nationale,Ire législature,1958-11-30,1962-10-09,Vienne,,Union pour la nouvelle République,UNR,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/1014
FR_ELITE_000996,SYCOMORE,5630,1,Député,Quatrième République - Assemblée nationale,IIIe législature,1956-01-02,1958-12-08,Haute-Volta,,Républicains sociaux,RS,TRUE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5630
FR_ELITE_000996,SYCOMORE,5630,2,Député,Cinquième République - Assemblée nationale,Ire législature,1958-12-09,1959-07-15,Haute-Volta,,,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5630
FR_ELITE_000998,SYCOMORE,5266,1,Député,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,1945-10-21,1946-06-10,Corrèze,,Mouvement républicain populaire,,FALSE,député,,,https://www2.assemblee-nationale.fr/sycomore/fiche/5266
